coinpair,length_in_days,balance,config_length,config_multiplier,no_of_orders,number_of_profit_order,average_profit,number_of_loss_order,average_loss,avarage_pnl_per_month
sol,725.0104166666666,63.81944370130495,7,6.5,288,106,8.008332267928521,182,-4.313537234610539,2.640766624901341
sol,725.0104166666666,55.90839432072604,7,7.0,262,97,8.534971588201522,165,-4.678689998392858,2.3134175607202625
sol,725.0104166666666,167.4294049599308,7,7.5,230,91,9.134297398701813,139,-4.775479556272908,6.9280137682590865
sol,725.0104166666666,143.832971210297,7,8.0,211,80,9.723411798516207,131,-4.839999791381675,5.9516236416955985
sol,725.0104166666666,213.64688141612967,7,8.5,187,75,10.441863791141675,112,-5.084758061781211,8.840433592598576
sol,725.0104166666666,261.99332190313146,7,9.0,174,70,11.479379092616904,104,-5.207338601731265,10.840947214566151
sol,725.0104166666666,182.45946925358732,7,9.5,166,64,11.64090005230669,102,-5.515275824451382,7.549938527468449
sol,725.0104166666666,189.26401002798758,7,10.0,154,55,13.689710821670749,99,-5.693637223877814,7.8315016864787035
sol,725.0104166666666,171.53134848244835,7,10.5,145,53,14.011711499849826,92,-6.207493054452092,7.097746923599535
sol,725.0104166666666,117.54318601900044,7,11.0,140,51,14.064808639242958,89,-6.738899489689783,4.86378609121595
sol,725.0104166666666,150.08913776028328,7,11.5,131,46,16.26146611359601,85,-7.034568276060391,6.2104957795091424
sol,725.0104166666666,230.7932986900671,7,12.0,119,43,18.34176079435719,76,-7.340821256148581,9.549930320360243
sol,725.0104166666666,276.9011124767108,7,12.5,109,41,19.671303799090936,68,-7.788563871853199,11.457812444259812
sol,725.0104166666666,273.3675731077061,7,13.0,104,39,20.047864579039604,65,-7.823063776535973,11.311599122860212
sol,725.0104166666666,274.5495615774938,7,13.5,96,37,20.763536565872037,59,-8.367818497623247,11.360508287857678
sol,725.0104166666666,328.7974272902759,7,14.0,89,36,21.7969154939752,53,-8.601726990430777,13.605215307193784
sol,725.0104166666666,332.1221825216822,7,14.5,88,35,22.595817271960655,53,-8.655309848998883,13.74278940909534
sol,725.0104166666666,347.424314887393,7,15.0,82,32,24.64220732604843,50,-8.822526390923132,14.375971995742761
sol,725.0104166666666,416.5694846324678,7,15.5,78,30,28.897878490713637,48,-9.382643126852942,17.237110325160664
sol,725.0104166666666,396.9020815128167,7,16.0,74,29,28.85747083472211,45,-9.77699050431388,16.423298440495284
sol,725.0104166666666,421.7478764008516,7,16.5,70,28,30.11628783931376,42,-10.035909121426993,17.451385526565034
sol,725.0104166666666,411.61885936698917,7,17.0,68,26,31.604733167233253,42,-9.764385785263702,17.03225980915402
sol,725.0104166666666,404.0837190949876,7,17.5,67,25,32.41396859893675,42,-9.672987997105503,16.72046538115206
sol,725.0104166666666,402.0015339245034,7,18.0,65,25,31.992704938981877,40,-9.945402238751086,16.634307232691626
sol,725.0104166666666,401.7131688383027,7,18.5,63,23,34.12940613416654,40,-9.581579306188193,16.622375055736438
sol,725.0104166666666,367.1836797578276,7,19.0,62,21,36.64676321485683,41,-9.814593847662584,15.193589139560402
sol,725.0104166666666,637.9975481694653,7,19.5,58,19,53.39192086585799,39,-9.652537135431702,26.399519241506017
sol,725.0104166666666,585.5760996294575,7,20.0,58,16,61.473673080621715,42,-9.476254039535466,24.230387019336472
sol,725.0104166666666,-39.6299592732903,8,4.0,582,203,6.3416128428378205,379,-3.5012595418716836,-1.6398368228484657
sol,725.0104166666666,8.976731160318094,8,4.5,486,179,6.460227570058274,307,-3.737472325342388,0.371445607702707
sol,725.0104166666666,41.114701984030084,8,5.0,410,158,6.489799452977812,252,-3.905847665025652,1.7012735695465102
sol,725.0104166666666,123.9999339970823,8,5.5,351,132,7.2073820175682055,219,-3.7779657183649342,5.1309580309420415
sol,725.0104166666666,115.26967864828913,8,6.0,308,114,7.991776557630351,194,-4.102024994441087,4.769711275801679
sol,725.0104166666666,54.90383679412805,8,6.5,278,100,8.273528730334831,178,-4.339601327187388,2.27185026029926
sol,725.0104166666666,56.67044543167694,8,7.0,254,93,9.028386160244581,161,-4.8631643942302425,2.3449502570829384
sol,725.0104166666666,162.71456870836263,8,7.5,223,85,9.718846165595645,138,-4.807154749038166,6.732919898853241
sol,725.0104166666666,195.65562056984092,8,8.0,201,79,9.872924141884978,122,-4.789388415074364,8.095978322741654
sol,725.0104166666666,246.34283295227996,8,8.5,180,75,10.41448700995218,105,-5.092797074229844,10.193350079777105
sol,725.0104166666666,262.31028613571635,8,9.0,168,70,11.238154035997596,98,-5.350617310041993,10.854062787472351
sol,725.0104166666666,179.26228663102853,8,9.5,162,64,11.582142478030537,98,-5.734641142478835,7.4176432162951995
sol,725.0104166666666,198.40915570244672,8,10.0,147,57,13.246225394182131,90,-6.1847299085103895,8.20991607050253
sol,725.0104166666666,159.49968969827734,8,10.5,141,54,13.394807750743315,87,-6.480688837262777,6.599892333889438
sol,725.0104166666666,184.49338715815708,8,11.0,131,48,15.814962920355915,83,-6.9231907592641795,7.634099438449052
sol,725.0104166666666,197.29551897293766,8,11.5,122,45,16.964192083809806,77,-7.3518587636169315,8.163835212742066
sol,725.0104166666666,282.86566338802714,8,12.0,111,41,19.658055533491545,70,-7.4730659069303735,11.704617901431277
sol,725.0104166666666,272.9689188545676,8,12.5,102,38,20.45696077943921,64,-7.8811811056894125,11.295103321807945
sol,725.0104166666666,295.75397613003025,8,13.0,96,35,22.05198995691214,61,-7.8043552846212245,12.237919731821197
sol,725.0104166666666,260.0949845099198,8,13.5,94,35,21.657934006911006,59,-8.43953738528755,10.762396451036178
sol,725.0104166666666,311.26023427913975,8,14.0,88,34,23.402897386789885,54,-8.971079201328081,12.87954878125203
sol,725.0104166666666,358.93474729940414,8,14.5,84,32,25.819738458002774,52,-8.986478526090089,14.852258907519776
sol,725.0104166666666,453.44958513746695,8,15.0,76,31,27.83362358371684,45,-9.097616576839002,18.76316152348249
sol,725.0104166666666,479.43082424690004,8,15.5,72,29,30.604934671922628,43,-9.490983284624566,19.838231833322396
sol,725.0104166666666,425.9084150317613,8,16.0,70,28,29.91537293005552,42,-9.802905404995077,17.62354327224426
sol,725.0104166666666,397.82543103191153,8,16.5,70,27,30.691588595008767,43,-10.019708396123846,16.461505457851256
sol,725.0104166666666,390.2939769360805,8,17.0,68,27,30.23275560544578,41,-10.39001035148672,16.14986355908553
sol,725.0104166666666,414.5103461999034,8,17.5,64,24,33.46038609030109,40,-9.713472999183073,17.15190582111926
sol,725.0104166666666,387.4580450525682,8,18.0,63,22,35.39767181242425,41,-9.543676459043056,16.032516339584152
sol,725.0104166666666,408.2752409323612,8,18.5,60,22,34.83844358174618,38,-9.425539943843548,16.893905172126843
sol,725.0104166666666,341.8805577711675,8,19.0,60,20,36.273702261378666,40,-9.589837186410145,14.146578445438463
sol,725.0104166666666,627.6706358888177,8,19.5,56,17,57.40077493815089,39,-8.92673174512173,25.97220487291555
sol,725.0104166666666,636.5480587895034,8,20.0,54,16,61.320425517378474,38,-9.067861828646107,26.339541232364045
sol,725.0104166666666,-41.168636195660284,9,4.0,579,198,6.50207387859859,381,-3.4870846828298716,-1.7035052979626961
sol,725.0104166666666,44.39879934892018,9,4.5,478,179,6.542704600769211,299,-3.7683790106647788,1.8371653011435196
sol,725.0104166666666,37.21786481442458,9,5.0,403,154,6.581740969959418,249,-3.9211656408005044,1.5400274516967112
sol,725.0104166666666,140.95966876676846,9,5.5,342,127,7.733087687967612,215,-3.9122905470005502,5.832730076411161
sol,725.0104166666666,117.5368416512416,9,6.0,305,115,7.854897732948858,190,-4.135665250725668,4.8635235694253796
sol,725.0104166666666,47.64421205541486,9,6.5,273,99,8.305291983658083,174,-4.451607438659397,1.9714563112540742
sol,725.0104166666666,55.625062216286345,9,7.0,247,93,8.560929100503156,154,-4.808710026821473,2.301693642087106
sol,725.0104166666666,91.71568554695848,9,7.5,222,81,9.748189738000939,141,-4.949558037100124,3.7950772887636735
sol,725.0104166666666,200.3375882300661,9,8.0,194,76,10.090108397684366,118,-4.800937711813099,8.289712132046814
sol,725.0104166666666,196.58103846063963,9,8.5,177,73,10.22892813206863,104,-5.289718415195868,8.13427092666258
sol,725.0104166666666,245.09243365044753,9,9.0,164,67,11.694850239121557,97,-5.551160127532956,10.141610162401243
sol,725.0104166666666,177.30612024097186,9,9.5,155,59,12.772763341655237,96,-6.002988717882158,7.336699563138446
sol,725.0104166666666,175.2907067994396,9,10.0,144,56,13.085010118911354,88,-6.334884771131775,7.25330434307533
sol,725.0104166666666,211.10515020984485,9,10.5,134,52,14.827873157962701,82,-6.828588463466044,8.735260019315142
sol,725.0104166666666,198.78627926340047,9,11.0,126,45,17.142564733041954,81,-7.06949547806775,8.225520959161411
sol,725.0104166666666,157.02179770487044,9,11.5,120,44,17.024017312622057,76,-7.789933737506582,6.497360345254046
sol,725.0104166666666,313.7472376688759,9,12.0,102,39,20.426746397674613,63,-7.665013838737046,12.982457787766881
sol,725.0104166666666,292.28397691931684,9,12.5,99,37,21.318626932563667,62,-8.008148702992555,12.094335620574885
sol,725.0104166666666,308.7957120230486,9,13.0,92,35,22.16875175742443,57,-8.194922798014145,12.777570015177657
sol,725.0104166666666,302.3232454594079,9,13.5,91,34,22.924162365680473,57,-8.370145174977683,12.509747660566582
sol,725.0104166666666,324.779987765723,9,14.0,84,32,25.027067276716096,52,-9.155503174792152,13.438978818771027
sol,725.0104166666666,419.13992937129706,9,14.5,77,31,26.625566952659625,46,-8.831579264372857,17.34347202754753
sol,725.0104166666666,436.21614710872177,9,15.0,74,30,27.973500989991255,44,-9.15883824070491,18.050063988636925
sol,725.0104166666666,411.38566691234416,9,15.5,72,28,29.771842950905725,44,-9.596043993477641,17.022610604841184
sol,725.0104166666666,416.7137081178581,9,16.0,69,26,31.961020727713734,43,-9.634251879132533,17.243078107777638
sol,725.0104166666666,383.34510504244594,9,16.5,68,26,31.037227493400003,42,-10.08625737585605,15.862328163708057
sol,725.0104166666666,397.89155999391335,9,17.0,64,24,32.00398909456166,40,-9.255104456889159,16.464241789377603
sol,725.0104166666666,416.34625902915207,9,17.5,61,22,34.54028841876877,39,-8.808720158557973,17.227873536356633
sol,725.0104166666666,406.4771101657831,9,18.0,60,22,33.9799020845661,38,-8.975808834070289,16.819500830123925
sol,725.0104166666666,369.1042755623137,9,18.5,59,21,34.738656225175454,38,-9.484408030693968,15.273060927565172
sol,725.0104166666666,599.8034227413816,9,19.0,56,18,53.016708292892496,38,-9.328877013965348,24.81909537930747
sol,725.0104166666666,595.9696786025465,9,19.5,54,16,58.63702230309133,38,-9.005859953866171,24.660459970048336
sol,725.0104166666666,606.0260020312076,9,20.0,52,16,57.95614804636599,36,-8.924232408629116,25.07657771942756
sol,725.0104166666666,-23.05452875002069,10,4.0,577,202,6.396776633706476,375,-3.507209090023277,-0.9539667935814081
sol,725.0104166666666,3.7800776767828363,10,4.5,476,179,6.449347037217814,297,-3.874252666616855,0.15641475997664644
sol,725.0104166666666,71.53349775721101,10,5.0,396,147,7.016397058786539,249,-3.854927188290805,2.959964275524313
sol,725.0104166666666,146.8139490231797,10,5.5,339,124,7.931891287351767,215,-3.8918166074811125,6.074972675489685
sol,725.0104166666666,99.19195669850848,10,6.0,300,113,7.756265524371879,187,-4.156502928104353,4.104435788159717
sol,725.0104166666666,68.42184560987923,10,6.5,268,99,8.467322198735449,169,-4.555284331745149,2.8312081055796927
sol,725.0104166666666,73.66291974050213,10,7.0,244,92,8.831870140704854,152,-4.860981139502265,3.0480770226382687
sol,725.0104166666666,130.3552426011118,10,7.5,214,80,9.906220450048133,134,-4.941361144796559,5.393932539635953
sol,725.0104166666666,159.0595803443027,10,8.0,194,75,10.138928068008841,119,-5.053445586187901,6.581681174000256
sol,725.0104166666666,200.62127593803822,10,8.5,177,71,11.021860223451055,106,-5.489913206858364,8.301450765097487
sol,725.0104166666666,212.8976941355067,10,9.0,161,63,12.132513771124815,98,-5.627047688217927,8.809433185015436
sol,725.0104166666666,246.72677360425294,10,9.5,148,57,13.727711948460009,91,-5.887393488549095,10.209237050908012
sol,725.0104166666666,235.37441094242777,10,10.0,138,53,14.913996908847517,85,-6.530205002664597,9.739490862404162
sol,725.0104166666666,239.27761098273794,10,10.5,128,50,15.649650893168523,78,-6.964165816354978,9.901000267672668
sol,725.0104166666666,206.81960606658288,10,11.0,123,47,16.10483129442785,76,-7.238256115414817,8.557929706063975
sol,725.0104166666666,266.6844365013024,10,11.5,113,45,17.928701986663754,68,-7.942752248508333,11.03505951241722
sol,725.0104166666666,295.7840224198195,10,12.0,101,38,21.109423069511983,63,-8.037683400343425,12.239163008707925
sol,725.0104166666666,268.29844950794876,10,12.5,97,35,22.27782524957331,62,-8.248797326243823,11.101845297953945
sol,725.0104166666666,291.6900998615833,10,13.0,91,35,21.971498100318115,56,-8.523434529456262,12.0697617505691
sol,725.0104166666666,332.2000267220985,10,13.5,86,34,23.18567451415109,52,-8.771402053058427,13.746010502142841
sol,725.0104166666666,395.4623362563433,10,14.0,79,31,26.4784591742351,48,-8.86187287801968,16.363723630670087
sol,725.0104166666666,493.76541823897736,10,14.5,72,30,28.713762267506,42,-8.753510709195307,20.431378924559343
sol,725.0104166666666,448.6129676760322,10,15.0,72,29,29.05447125993444,43,-9.162016252606199,18.56302850400099
sol,725.0104166666666,400.20191088847804,10,15.5,71,29,28.07764298228341,42,-9.858327038041446,16.55984114249532
sol,725.0104166666666,383.3756185924959,10,16.0,69,27,29.344961687533388,42,-9.736627308831082,15.863590775224326
sol,725.0104166666666,416.59903714770127,10,16.5,65,26,31.023052950283294,39,-10.00000870665806,17.238333170290367
sol,725.0104166666666,411.8274218418368,10,17.0,61,24,31.676988994876975,37,-9.416765244194881,17.04088985653209
sol,725.0104166666666,430.3823104120503,10,17.5,59,22,34.15116116074975,37,-8.674141489849848,17.808667317807288
sol,725.0104166666666,389.7687528253342,10,18.0,58,21,34.856124848022745,37,-9.248915377922794,16.128130459863545
sol,725.0104166666666,607.2389307150738,10,18.5,57,19,51.144362161785644,38,-9.592209219969831,25.12676715075089
sol,725.0104166666666,618.3597853893691,10,19.0,54,16,59.25501890064145,38,-8.676855711076167,25.586933836027974
sol,725.0104166666666,608.1634320746904,10,19.5,52,16,58.032126694304345,36,-8.898627639838308,25.165021829788486
sol,725.0104166666666,588.030301827592,10,20.0,51,16,56.70373381048971,35,-9.120841118292665,24.331938754665376
sol,725.0104166666666,-43.82971682780769,11,4.0,579,202,6.4049393745141,377,-3.548083476073358,-1.8136173972225418
sol,725.0104166666666,38.01836168135257,11,4.5,469,176,6.642063871616066,293,-3.8600166543449643,1.5731509840705653
sol,725.0104166666666,94.6722721585715,11,5.0,392,144,7.338419942416299,248,-3.8792749981829666,3.9174170459718383
sol,725.0104166666666,69.3206319530672,11,5.5,342,124,7.513338628929525,218,-3.95565760566144,2.868398730260105
sol,725.0104166666666,61.85878886513187,11,6.0,303,115,7.583549213566041,188,-4.309837078164697,2.5596372456082497
sol,725.0104166666666,106.75839216600124,11,6.5,265,101,8.569572073293859,164,-4.626636507540722,4.417525171162535
sol,725.0104166666666,91.32203828256219,11,7.0,237,88,9.311729697495606,149,-4.8866454704500075,3.7787886704756994
sol,725.0104166666666,107.83689648790461,11,7.5,211,77,10.07302391254773,134,-4.983477199837841,4.462152295012504
sol,725.0104166666666,140.8442441327989,11,8.0,192,75,10.073218978275857,117,-5.253394694340942,5.827953953283155
sol,725.0104166666666,227.3616255210527,11,8.5,172,70,11.217742669481334,102,-5.469415307280791,9.407932091502017
sol,725.0104166666666,235.96978184656768,11,9.0,160,64,12.392136691880669,96,-5.803405900352035,9.764126545855877
sol,725.0104166666666,208.83207318905787,11,9.5,147,57,13.535899899975181,90,-6.252380234550308,8.641203011228097
sol,725.0104166666666,199.1028902196118,11,10.0,137,54,14.111215262811685,83,-6.781960650267701,8.238621913944943
sol,725.0104166666666,258.24107740116233,11,10.5,125,51,15.400886908080224,74,-7.1243804717693155,10.685684155620573
sol,725.0104166666666,221.9982676799338,11,11.0,121,43,17.693914470946076,78,-6.9082058278301,9.18600323153704
sol,725.0104166666666,227.8672573859702,11,11.5,110,40,19.131331179431783,70,-7.676942711304301,9.428854488751515
sol,725.0104166666666,291.9926909698959,11,12.0,99,38,20.66662947414532,61,-8.087528345043053,12.082282582050548
sol,725.0104166666666,305.0930009034695,11,12.5,95,35,22.60939564250216,60,-8.103930776401773,12.62435658398575
sol,725.0104166666666,296.1665812433388,11,13.0,90,34,22.854747092160856,56,-8.587407498038042,12.254992801551928
sol,725.0104166666666,387.99618560840116,11,13.5,83,31,27.162212549931283,52,-8.731392373835934,16.05478390471682
sol,725.0104166666666,462.06600495885954,11,14.0,75,30,29.006918479975308,45,-9.069812209786662,19.11969791068398
sol,725.0104166666666,410.32287014097403,11,14.5,73,30,27.892545198384365,43,-9.917522925826908,16.978633439261007
sol,725.0104166666666,430.6164417343972,11,15.0,70,29,28.52429119363777,41,-9.67287811905118,17.81835537125995
sol,725.0104166666666,410.07321316880046,11,15.5,69,28,28.641785698011823,41,-9.558458204281234,16.968302954356194
sol,725.0104166666666,428.6644858231406,11,16.0,64,25,31.95941957470943,39,-9.495410347297309,17.737585942308943
sol,725.0104166666666,430.8124939985579,11,16.5,62,25,30.85798947352917,37,-9.206411968639765,17.826467762185125
sol,725.0104166666666,439.94629646469497,11,17.0,60,24,31.774435591675086,36,-8.962226603764089,18.204412778815268
sol,725.0104166666666,423.77063802756453,11,17.5,58,22,34.09853265798647,36,-9.066585568003827,17.535084805094552
sol,725.0104166666666,639.9527973681054,11,18.0,56,19,51.54997089345791,37,-9.175585124529588,26.480424942459788
sol,725.0104166666666,627.3366203727933,11,18.5,54,17,56.493016862853636,37,-9.001207197181579,25.958383739797483
sol,725.0104166666666,612.1029347534084,11,19.0,53,16,59.00735203488168,37,-8.973370210937798,25.328033391615293
sol,725.0104166666666,610.9639010426242,11,19.5,51,16,57.98795546663273,35,-9.052668183528555,25.280901639383885
sol,725.0104166666666,660.8238472577548,11,20.0,47,16,59.254736604944945,31,-9.2661915619795,27.34404218477226
sol,725.0104166666666,10.425564112189884,12,4.0,570,204,6.384238832689876,366,-3.5299430539796304,0.4313964546932783
sol,725.0104166666666,16.182439792387413,12,4.5,468,170,6.730250955440283,298,-3.785101418229735,0.6696085774927911
sol,725.0104166666666,89.0815570278523,12,5.0,390,147,7.088987255670472,243,-3.921808928212786,3.6860804333301913
sol,725.0104166666666,112.96969101150636,12,5.5,336,123,7.860646206913566,213,-4.008872264971185,4.674540740982721
sol,725.0104166666666,80.50675763611284,12,6.0,301,109,8.441403858235212,192,-4.372949285997528,3.3312662460597546
sol,725.0104166666666,156.55055349336797,12,6.5,259,102,8.708300583258382,157,-4.660484751585904,6.47786086494303
sol,725.0104166666666,84.8260186674112,12,7.0,239,89,9.346620731371274,150,-4.980154842830883,3.5099917208394174
sol,725.0104166666666,123.48034152858176,12,7.5,209,80,9.832673527858011,129,-5.140570082946196,5.109457961844162
sol,725.0104166666666,187.86922630706553,12,8.0,186,72,10.982546198345808,114,-5.288369298016075,7.773787327256056
sol,725.0104166666666,168.99482559777036,12,8.5,174,69,10.881788395217106,105,-5.54141498735438,6.992788863975786
sol,725.0104166666666,208.96218063595995,12,9.0,160,63,12.481263249497072,97,-5.952138186416037,8.64658669029992
sol,725.0104166666666,224.59706482375535,12,9.5,142,58,13.395487265225952,84,-6.575490435230359,9.293538120032979
sol,725.0104166666666,206.30977897467918,12,10.0,134,54,14.32918032934309,80,-7.093324485123098,8.5368337157092
sol,725.0104166666666,291.2059944820873,12,10.5,121,50,15.561063464081053,71,-6.85700251721078,12.049730091642527
sol,725.0104166666666,231.85940145670452,12,11.0,118,44,17.344395789066283,74,-7.17964882786773,9.594044283779098
sol,725.0104166666666,227.89641019768624,12,11.5,110,41,18.70877323296963,69,-7.813960758754618,9.430060794662957
sol,725.0104166666666,314.0584321330538,12,12.0,98,37,21.750242205025582,61,-8.044270974637588,12.995334615065804
sol,725.0104166666666,308.3718179850674,12,12.5,94,36,22.026824572307362,58,-8.355066665827543,12.760029824240949
sol,725.0104166666666,322.0117531970821,12,13.0,88,34,22.758739509189724,54,-8.366396113247568,13.324432827223697
sol,725.0104166666666,398.76884928238866,12,13.5,81,31,27.00520453006178,50,-8.767849822990529,16.50054289354003
sol,725.0104166666666,442.0957450963188,12,14.0,75,30,28.57188975217258,45,-9.223576610419082,18.29335420291947
sol,725.0104166666666,455.8116011847883,12,14.5,71,30,28.335150430028804,41,-9.615680773562826,18.860898714274082
sol,725.0104166666666,398.9273808417253,12,15.0,70,28,28.38188558945945,42,-9.422986087217604,16.507102725882802
sol,725.0104166666666,391.03086083510954,12,15.5,68,28,27.853498225333784,40,-9.721677236855909,16.180354868538032
sol,725.0104166666666,397.4130550405233,12,16.0,64,26,28.969345231839757,38,-9.362892657560797,16.444441868891353
sol,725.0104166666666,389.2676215556081,12,16.5,63,24,31.93019447094585,39,-9.668129378130562,16.107394291463503
sol,725.0104166666666,411.10838017398936,12,17.0,59,22,34.29061078240439,37,-9.277974514565061,17.0111368356933
sol,725.0104166666666,667.0966384803769,12,17.5,56,20,49.32640628152306,36,-8.873096865280116,27.60360223019045
sol,725.0104166666666,633.6377992647897,12,18.0,54,18,53.40719372087306,36,-9.102546880859038,26.219118430519593
sol,725.0104166666666,625.6533721016996,12,18.5,53,18,52.84305269532825,35,-9.300616468977394,25.888733087928262
sol,725.0104166666666,638.8658171655753,12,19.0,51,15,63.7113022302288,36,-8.800103230218248,26.435447097554015
sol,725.0104166666666,641.5033895360133,12,19.5,48,15,62.28483358637387,33,-8.871791341199836,26.544586455133093
sol,725.0104166666666,653.8182948562179,12,20.0,45,16,57.936964889192524,29,-9.4197635645125,27.05416142276559
sol,725.0104166666666,-23.95211179015457,13,4.0,573,207,6.248771113457606,366,-3.5995839679668835,-0.991107627126696
sol,725.0104166666666,-8.069297271858586,13,4.5,471,168,6.7615876100229135,303,-3.7756304150353412,-0.3338971587039371
sol,725.0104166666666,60.06777951068624,13,5.0,392,143,7.285931388932952,249,-3.9430538518342404,2.4855275784942226
sol,725.0104166666666,70.15262640387249,13,5.5,338,124,7.684154008174805,214,-4.124684442101882,2.9028255922063297
sol,725.0104166666666,104.49151404028285,13,6.0,298,112,8.214733329614175,186,-4.384723757400563,4.323724665392949
sol,725.0104166666666,98.01217639404989,13,6.5,263,101,8.560302942626311,162,-4.731965560563009,4.0556179942078945
sol,725.0104166666666,101.371388362003,13,7.0,234,92,8.976181865710123,142,-5.1016714315727345,4.194617871619211
sol,725.0104166666666,95.13742258945159,13,7.5,210,79,9.996657498625138,131,-5.3022787771140045,3.9366643734661944
sol,725.0104166666666,164.28940330457044,13,8.0,186,70,11.106890766253445,116,-5.286146123561817,6.798084532078029
sol,725.0104166666666,162.55067750308845,13,8.5,173,68,11.070989731861626,105,-5.6216821358428755,6.726138291244304
sol,725.0104166666666,195.30173171964182,13,9.0,158,61,12.82587129505437,97,-6.0523341987492225,8.08133485657632
sol,725.0104166666666,187.72479198916557,13,9.5,144,58,13.284067416679187,86,-6.776175792770084,7.7678108206605785
sol,725.0104166666666,228.70577745301247,13,10.0,131,51,14.950682545583284,80,-6.67223790464669,9.463551372317582
sol,725.0104166666666,228.21928854061082,13,10.5,125,45,17.04414995771904,80,-6.734593244459326,9.44342108586025
sol,725.0104166666666,234.29413202419425,13,11.0,116,42,18.304138503863317,74,-7.2226984478116885,9.694790308036946
sol,725.0104166666666,255.64875890741854,13,11.5,104,41,18.508339618952732,63,-7.9871931026927525,10.578417345345116
sol,725.0104166666666,303.09493211760963,13,12.0,98,36,22.428438573613665,62,-8.1343363956852,12.541679063500752
sol,725.0104166666666,273.14252765479335,13,12.5,94,34,22.820564568468857,60,-8.37927779455246,11.302287031016865
sol,725.0104166666666,315.3971199339408,13,13.0,87,34,22.83325074167637,53,-8.69685670345388,13.05072779715449
sol,725.0104166666666,449.83444601232054,13,13.5,77,31,28.15485332898285,46,-9.19491319969886,18.613571708962272
sol,725.0104166666666,422.41701657782704,13,14.0,74,30,28.22897437096797,44,-9.646641239800267,17.47907368779388
sol,725.0104166666666,442.7647343727073,13,14.5,70,29,28.610979691896343,41,-9.437894553470407,18.32103612007582
sol,725.0104166666666,382.1064960943491,13,15.0,70,29,27.116421315789868,41,-9.86023712350139,15.81107611602887
sol,725.0104166666666,450.6871569204069,13,15.5,64,26,31.06498684224681,38,-9.39480265731606,18.648855791307195
sol,725.0104166666666,435.79655546730953,13,16.0,62,26,30.409303702960866,36,-9.856815022490917,18.032701825345203
sol,725.0104166666666,411.0277757820258,13,16.5,61,23,33.264637299473854,38,-9.31733900278613,17.00780152946415
sol,725.0104166666666,656.8914352412854,13,17.0,57,21,47.10719354099089,36,-9.23221191998676,27.18132402544363
sol,725.0104166666666,641.6666507881793,13,17.5,54,18,53.27327076542977,36,-8.812561749709905,26.551341996091384
sol,725.0104166666666,631.543424837229,13,18.0,53,18,52.7553585073837,35,-9.087229379876502,26.132455906254506
sol,725.0104166666666,610.0187187749349,13,18.5,52,17,54.66240749758681,35,-9.12120596240117,25.241791210928184
sol,725.0104166666666,648.4709548213814,13,19.0,48,15,62.14098920010442,33,-8.595269187278324,26.832895359054877
sol,725.0104166666666,645.0608026526712,13,19.5,46,15,61.26137705200797,31,-8.834188810562846,26.691787641552466
sol,725.0104166666666,644.6713759148282,13,20.0,44,16,56.54666641991629,28,-9.288403100136867,26.675673663233365
sol,725.0104166666666,-67.10758251581963,14,4.0,574,209,6.092633232809085,365,-3.6725148717066265,-2.77682558649388
sol,725.0104166666666,-6.10399860124676,14,4.5,471,162,7.0161952614341265,309,-3.698147672988918,-0.25257562350527535
sol,725.0104166666666,31.167708864723288,14,5.0,396,143,7.22871467555608,253,-3.9626027262442527,1.2896797679688952
sol,725.0104166666666,62.642876376374446,14,5.5,340,121,7.960783856398319,219,-4.112383425789142,2.5920817799163576
sol,725.0104166666666,40.423642093483174,14,6.0,301,111,7.863481884262174,190,-4.381172879261147,1.6726783987188625
sol,725.0104166666666,68.41515896243162,14,6.5,265,101,8.42567557002237,164,-4.771817522011146,2.8309314206951495
sol,725.0104166666666,74.62906438700003,14,7.0,234,89,9.230510014135339,145,-5.150940185317552,3.0880548474096647
sol,725.0104166666666,103.20412423179114,14,7.5,207,76,10.312168239487596,131,-5.1948142135058495,4.270454128353881
sol,725.0104166666666,174.71996481824567,14,8.0,184,71,10.89711522404441,113,-5.300665629105374,7.229687772827224
sol,725.0104166666666,194.894889502321,14,8.5,168,67,11.276411027390454,101,-5.550739102305341,8.064500248080984
sol,725.0104166666666,276.9331079398957,14,9.0,150,61,13.375892976761037,89,-6.056138917331771,11.459136375438566
sol,725.0104166666666,224.97355398605848,14,9.5,140,57,13.450963675826046,83,-6.526884042602724,9.309116758090378
sol,725.0104166666666,219.9253488624127,14,10.0,131,49,15.40335010725649,82,-6.522424468209213,9.100228512862582
sol,725.0104166666666,249.6455570601143,14,10.5,121,46,16.995006820372495,75,-7.0949967556936056,10.330012562077115
sol,725.0104166666666,233.37576440971293,14,11.0,113,42,18.56073769174127,71,-7.692608713287613,9.656789435496233
sol,725.0104166666666,273.11680393439354,14,11.5,101,40,19.122888132448857,61,-8.062274120714111,11.301222616500532
sol,725.0104166666666,255.92321361380368,14,12.0,98,37,20.370950421608008,61,-8.16068773747037,10.589773928646926
sol,725.0104166666666,244.1818351056125,14,12.5,96,35,22.09243622071545,61,-8.673007092121775,10.103930763985632
sol,725.0104166666666,319.3339940098184,14,13.0,86,34,22.85895122618038,52,-8.805198993852207,13.213630590771356
sol,725.0104166666666,469.8394214999449,14,13.5,75,29,29.921084004982166,46,-8.649391622707343,19.44135190471173
sol,725.0104166666666,425.1528491097849,14,14.0,72,29,28.882905662275853,43,-9.591893374330578,17.592278924673217
